borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
267,Rizhao Chengtou Group Co Ltd,,China,Real Estate,Rizhao Chengtou Group Co Ltd,,,
268,Dragon City Tourism Holding Group Co Ltd,,China,Consumer Discretionary,Dragon City Tourism Holding Group Co Ltd,,,
269,Zhengzhou Airport Economy Zone Xinggang Investment Group Co Ltd,,China,Industrials,Zhengzhou Airport Economy Zone Xinggang Investment Group Co Ltd,,,
270,Qingdao Chengyang Development Investment Co Ltd,,China,Industrials,Qingdao Chengyang Development Investment Co Ltd,,,
271,Fuzhou Communications Construction Investment Group Co Ltd,,China,Industrials,Fuzhou Communications Construction Investment Group Co Ltd,,,
272,Beijing Haidian State-owned Assets Operation Management Center,,China,noinfo,Beijing Haidian State-owned Assets Operation Management Center,,,
273,Ningxiang Urban Development Investment Holding Group Co Ltd,,China,Industrials,Ningxiang Urban Development Investment Holding Group Co Ltd,,,
274,Zhengzhou zhongyuan Investment Development Group Co Ltd,,China,Industrials,Zhengzhou zhongyuan Investment Development Group Co Ltd,,,
275,Urumqi Economic & Technology Development Zone Construction Investment & Development Co Ltd,,China,noinfo,Urumqi Economic & Technology Development Zone Construction Investment & Development Co Ltd,,,
276,WCT Holdings Bhd,,Malaysia,Industrials,WCT Holdings Bhd,,,
277,Hikari Tsushin Inc,,Japan,Consumer Discretionary,Hikari Tsushin Inc,,,
278,Mitsui Chemicals Inc,,Japan,Materials,Mitsui Chemicals Inc,,,
279,Sumitomo Corp,,Japan,Materials,Sumitomo Corp,,,
280,Xinchang County Transportation Investment Group Co Ltd,,China,Industrials,Xinchang County Transportation Investment Group Co Ltd,,,
281,Peng Ying International Development Co Ltd,,China,Industrials,Xiangshan County Binhai Investment Co Ltd,,,
282,FLS Flat35 (Guaranteed) Securitization Program,,Japan,Industrials,Family Life Service Co Ltd,,,
283,Guan Chong Bhd,,Malaysia,Consumer Staples,Guan Chong Resources Sdn Bhd,,,
284,Changshu Development Investment Co Ltd,,China,Real Estate,Changshu Development Investment Co Ltd,,,
285,Wuhan Hongshan City Construction Investment Co Ltd,,China,Industrials,Wuhan Hongshan City of University State-owned Assets Investment Group Co Ltd,,,
286,Taizhou Jiangyan Communications Construction Investment Development Co Ltd,,China,Real Estate,Jiangyan State-asset Investment Group Co Ltd,,,
287,Tianjin Bohai State-owned Assets Operation Management Co Ltd,,China,Health Care,TEDA Investment Holding Co Ltd,,,
288,Zhangjiajie Economic Development Investment Group Co Ltd,,China,noinfo,Zhangjiajie Economic Development Investment Group Co Ltd,,,
289,Zhuhai Huafa Integrated Development Co Ltd,,China,Real Estate,Zhuhai Huafa Group Co Ltd,,,
290,GEPIC Energy Development Co Ltd,,China,Utilities,Gansu Provincial State-owned Asset Investment Group Co Ltd,,,
291,Yining State-owned Asset Investment Management (Group) Co Ltd,,China,Real Estate,Yining State-owned Asset Investment Management (Group) Co Ltd,,,
292,Xinzheng City Investment Group Co Ltd,,China,Industrials,Xinzheng City Investment Group Co Ltd,,,
293,Shanxi Lanhua Sci-Tech Venture Co Ltd,,China,Materials,Shanxi Lanhua Sci-Tech Venture Co Ltd,,,
294,Jiaxing Eastern Construction Development Group Co Ltd,,China,Industrials,Jiaxing Eastern Construction Development Group Co Ltd,,,
295,Hangzhou Liangzhu Cultural City Group Co Ltd,,China,Real Estate,Hangzhou Liangzhu Cultural City Group Co Ltd,,,
296,Pingdingshan Tianan Coal Mining Co Ltd,,China,Materials,China Pingmei Shenma Group,,,
297,Gansu Provincial Agricultural Group Co Ltd,,China,Consumer Staples,Gansu Provincial Agricultural Group Co Ltd,,,
298,Chaohu City Construction Investment Co Ltd,,China,Industrials,Chaohu City Construction Investment Co Ltd,,,
299,Xianning Hi-tech Investment Group Co Ltd,,China,Real Estate,Xianning Hi-tech Investment Group Co Ltd,,,
300,China Information & Communication Technology Group Co Ltd,,China,Communication Services,China Information & Communication Technology Group Co Ltd,,,
301,Zhuzhou City Construction Development Group Co Ltd,,China,Industrials,Zhuzhou City Construction Development Group Co Ltd,,,
302,Guangzhou City Construction & Development Co Ltd,,China,Real Estate,Yuexiu Property Co Ltd,,,
303,Beijing Capital Development Co Ltd,,China,Real Estate,Beijing State-owned Capital Operation & Management Co Ltd,,,
304,Xiamen ITG Holding Group Co Ltd,,China,Consumer Discretionary,Xiamen ITG Holding Group Co Ltd,,,
305,Henan Province Zhengzhou New District Construction Investment Co Ltd,,China,Industrials,Henan Province Zhengzhou New District Construction Investment Co Ltd,,,
306,Danyang Investment Group Co Ltd,,China,noinfo,Danyang State-Owned Assets Management Co Ltd,,,
307,Shenzhen Excellence Commercial Management Co Ltd,,China,Real Estate,Excellence Commercial Property & Facilities Management Ltd,,,
308,Yancheng Chengnan New District Development & Construction Investment Co Ltd,,China,Industrials,Yancheng Chengnan New District Development & Construction Investment Co Ltd,,,
309,Shandong Iron & Steel Group Co Ltd,,China,Materials,Shandong Iron & Steel Group Co Ltd,,,
310,Bright Real Estate Group Co Ltd,,China,Real Estate,Bright Real Estate Group Co Ltd,,,
311,Meishan Development Holding Group Co Ltd,,China,Industrials,Meishan Development Holding Group Co Ltd,,,
312,Science City (Guangzhou) Investment Group Co Ltd,,China,Industrials,Science City (Guangzhou) Investment Group Co Ltd,,,
313,Guangdong Shunde Holdings Group Co Ltd,,China,Utilities,Guangdong Shunde Holdings Group Co Ltd,,,
314,Shanxi Construction Investment Group Co Ltd,,China,Industrials,Shanxi State-owned Capital Operation Co Ltd,,,
315,Jingdezhen State-owned Asset Operation & Investment Holding Group Co Ltd,,China,Energy,Jingdezhen State-owned Asset Operation & Investment Holding Group Co Ltd,,,
316,Ningxiang City Construction Investment Group Co Ltd,,China,Industrials,Ningxiang Urban Development Investment Holding Group Co Ltd,,,
317,Shandong Hi-speed Group Co Ltd,,China,Industrials,Shandong Hi-speed Group Co Ltd,,,
318,Tongxiang Urban Construction Investment Co Ltd,,China,Industrials,Tongxiang Urban Construction Investment Co Ltd,,,
319,Luan City Construction Investment Co Ltd,,China,Industrials,Luan City Construction Investment Co Ltd,,,
320,Shaanxi Coal & Chemical Industry Group Co Ltd,,China,Materials,Shaanxi Coal & Chemical Industry Group Co Ltd,,,
321,Ganzhou Development Investment Holding Group Co Ltd,,China,noinfo,Ganzhou SASAC,,,
322,Henan Investment Group Co Ltd,,China,Utilities,Henan Investment Group Co Ltd,,,
323,Jiangxi Natural Gas Group Co Ltd,,China,Utilities,Jiangxi Province Investment Group Co Ltd,,,
324,Chongqing International Logistics Hub Park Construction Co Ltd,,China,Real Estate,Chongqing International Logistics Hub Park Construction Co Ltd,,,
325,Changzhou Urban Construction (Group) Co Ltd,,China,Utilities,Changzhou Urban Construction (Group) Co Ltd,,,
326,Shangrao Urban Construction Investment & Development Group Co Ltd,,China,Industrials,Shangrao Urban Construction Investment & Development Group Co Ltd,,,
327,Pizhou Hengrun City Investment Co Ltd,,China,Industrials,Pizhou Hengrun City Investment Co Ltd,,,
328,Huaihe Energy Holding Group Co Ltd,,China,Materials,Huaihe Energy Holding Group Co Ltd,,,
329,Shougang Group Co Ltd,,China,Materials,Beijing State-owned Capital Operation & Management Co Ltd,,,
330,Beijing Tourism Group Co Ltd,,China,Consumer Discretionary,Beijing Tourism Group Co Ltd,,,
331,Nanning Lugang Construction Investment Group Co Ltd,,China,Real Estate,Nanning Lugang Construction Investment Group Co Ltd,,,
332,King's Luck Group Co Ltd,,China,Consumer Staples,Jiangsu Andong Holdings Group Co Ltd,,,
333,Taian City Development & Investment Co Ltd,,China,Industrials,Taian City Development & Investment Co Ltd,,,
334,Xinjiang Investment Development (Group) Co Ltd,,China,noinfo,Xinjiang Investment Development (Group) Co Ltd,,,
335,Beijing Capital Eco-environment Protection Group Co Ltd,,China,Utilities,Beijing Capital Eco-environment Protection Group Co Ltd,,,
336,Chengdu Xingcheng Investment Group Co Ltd,,China,Industrials,Chengdu Xingcheng Investment Group Co Ltd,,,
337,Shanghai Pudong Exploration (Group) Co Ltd,,China,Real Estate,Shanghai Pudong Exploration (Group) Co Ltd,,,
338,Changsha Furong Urban Construction Investment Group Co Ltd,,China,Real Estate,Changsha Furong Urban Construction Investment Group Co Ltd,,,
339,Wenzhou Modern Services Investment Group Co Ltd,,China,noinfo,Wenzhou Modern Services Investment Group Co Ltd,,,
340,Hubei Provincial Communications Investment Group Co Ltd,,China,Industrials,Hubei Provincial Communications Investment Group Co Ltd,,,
341,Xuzhou Mining Group Co Ltd,,China,Materials,Xuzhou Mining Group Co Ltd,,,
342,Nanjing Xuzhuang Hi-Tech Industrial Group Co Ltd,,China,Consumer Discretionary,Nanjing Zhongshan Asset Operation Management Group Co Ltd,,,
343,China EverBright Real Estate Development Ltd,,China,Real Estate,China Overseas Grand Oceans Group Ltd,,,
344,Xinyang Construction Investment Group Co Ltd,,China,Consumer Staples,Xinyang Construction Investment Group Co Ltd,,,
345,HwaBao Securities Co Ltd,,China,Financials,China Baowu Steel Group Corp Ltd,,,
346,Chongzhou Dingxing Industry Group Co Ltd,,China,Industrials,Chongzhou Dingxing Industry Group Co Ltd,,,
347,Jiangsu Donghai Crystal Industrial Investment & Development Co Ltd,,China,Real Estate,Jiangsu Donghai Crystal Industrial Investment & Development Co Ltd,,,
348,Zibo Urban Assets Operation Group Co Ltd,,China,Real Estate,Zibo Urban Assets Operation Group Co Ltd,,,
349,Nantong Tech Industrial Development Zone Corp,,China,Real Estate,Nantong Tech Industrial Development Zone Corp,,,
350,Petroleum Sarawak Exploration & Production Sdn Bhd,,Malaysia,Energy,Petroleum Sarawak Bhd-PETROS,,,
351,Dongtai Chengxing Investment Development Co Ltd,,China,noinfo,Dongtai Chengxing Investment Development Co Ltd,,,
352,Right Tunnelling pcl,,Thailand,Industrials,Right Tunnelling pcl,,,
353,JKN Global Media pcl,,Thailand,Consumer Discretionary,JKN Global Media pcl,,,
354,Siamgas & Petrochemicals pcl,,Thailand,Energy,Siamgas & Petrochemicals pcl,,,
355,AP (Thailand) pcl,,Thailand,Real Estate,AP (Thailand) pcl,,,
356,Prospect Development Co Ltd,,Thailand,Industrials,Prospect Development Co Ltd,,,
357,CP All pcl,,Thailand,Consumer Discretionary,CP All pcl,,,
358,Toyota Leasing (Thailand) Co Ltd,,Thailand,Financials,Toyota Motor Corp,,,
359,Eastern Water Resources Development & Management pcl,,Thailand,Utilities,Eastern Water Resources Development & Management pcl,,,
360,Aeon Thana Sinsap (Thailand) plc,,Thailand,Financials,Aeon Co Ltd,,,
361,Chaopraya Mahanakorn pcl,,Thailand,Real Estate,Chaopraya Mahanakorn pcl,,,
362,Thai Capital Corp pcl,,Thailand,Industrials,Thai Capital Corp pcl,,,
363,Assetwise pcl,,Thailand,Real Estate,Assetwise pcl,,,
364,State Railway of Thailand,,Thailand,Industrials,State Railway of Thailand,,,
365,Mirvac Group Finance Ltd,,Australia,Financials,Mirvac Group,,,
366,Huzhou Nanxun Zhenxun Sewage Treatment Co,,China,Utilities,Huzhou Nanxun Zhenxun Sewage Treatment Co,,,
367,Guizhou Shuanglong Airport Development Investment (Group) Co Ltd,,China,Real Estate,Guizhou Shuanglong Airport Development Investment (Group) Co Ltd,,,
368,Perbadanan Kemajuan Negeri Selangor - PKNS,,Malaysia,Real Estate,Perbadanan Kemajuan Negeri Selangor - PKNS,,,
369,Malaysian Resources Corp Bhd - MRCB,,Malaysia,Industrials,Malaysian Resources Corp Bhd - MRCB,,,
370,Geophysical Substrata Ltd,,United Kingdom,Energy,Geophysical Substrata Ltd,,,
371,Chongqing Dazu Yongsheng Industrial Co Ltd,,China,Real Estate,Chongqing Dazu Yongsheng Industrial Co Ltd,,,
372,Yesco Co Ltd,,South Korea,Utilities,LS Corp,,,
373,POSCO Chemical Co Ltd,,South Korea,Industrials,POSCO Holdings Inc,,,
374,Hotel Shilla Co Ltd,,South Korea,Consumer Discretionary,Samsung Group,,,
375,CJ CheilJedang Corp,,South Korea,Consumer Staples,CJ Corp,,,
376,GS Power Co Ltd,,South Korea,Utilities,GS Holdings Corp,,,
377,SK Telecom Co Ltd,,South Korea,Communication Services,SK Telecom Co Ltd,,,
378,Lotte Shopping Co Ltd,,South Korea,Consumer Discretionary,Lotte Shopping Co Ltd,,,
379,Lotte Chilsung Beverage Co Ltd,,South Korea,Consumer Staples,Lotte Corp,,,
380,CJ Logistics Corp,,South Korea,Industrials,CJ Corp,,,
381,RCI Financial Services Korea Co Ltd,,South Korea,Financials,Renault,,,
382,SLL Joongang Co Ltd,,South Korea,Communication Services,Jcontentree Corp,,,
383,SK Discovery Co Ltd,,South Korea,Energy,SK Inc,,,
384,SK Rent-a-car Service Co Ltd,,South Korea,Industrials,SK Rent-a-car Service Co Ltd,,,
385,SK Chemical Daejung Co Ltd,,South Korea,Health Care,SK Chemical Daejung Co Ltd,,,
386,SK Hynix Inc,,South Korea,Consumer Discretionary,SK Hynix Inc,,,
387,LG Innotek Co Ltd,,South Korea,Consumer Discretionary,LG Corp,,,
388,Joongang Ilbo Co Ltd,,South Korea,Communication Services,Joongang Media Network Co Ltd,,,
389,Kiwoom Securities Co Ltd,,South Korea,Financials,Daou Technology Inc,,,
390,Korea South-East Power Co Ltd - KOSEP,,South Korea,Utilities,KEPCO,,,
391,Korea Hydro & Nuclear Power Co Ltd,,South Korea,Utilities,KEPCO,,,
392,Hanwha Solutions Corp,,South Korea,Materials,Hanwha Group,,,
393,Telstra Corp Ltd,,Australia,Communication Services,Telstra Group Ltd,,,
394,Summerset Group Holdings Ltd,,New Zealand,Real Estate,Summerset Group Holdings Ltd,,,
395,Knowledge City (Guangzhou) Investment Group Co Ltd,,China,Real Estate,Knowledge City (Guangzhou) Investment Group Co Ltd,,,
396,Gansu Provincial Highway Aviation Tourism Investment Group Co Ltd,,China,Materials,Gansu Provincial Highway Aviation Tourism Investment Group Co Ltd,,,
397,China Everbright Environment Group Ltd,,China,Utilities,China Everbright Environment Group Ltd,,,
398,Linyi City Construction Investment Group Co Ltd,,China,Industrials,Linyi City Construction Investment Group Co Ltd,,,
399,Zhangzhou Jiulongjiang Group Co Ltd,,China,Health Care,Zhangzhou Jiulongjiang Group Co Ltd,,,
400,Guangzhou Metro Group Co Ltd,,China,Industrials,Guangzhou Metro Group Co Ltd,,,
401,Shanghai Harbour City Development (Group) Co Ltd,,China,Consumer Staples,Shanghai Harbour City Development (Group) Co Ltd,,,
402,Shaoxing Binhai New Area Development Group Co Ltd,,China,Industrials,Shaoxing Communications Investment Group Co Ltd,,,
403,Anhui High-way Real Estate Group Co Ltd,,China,Industrials,Anhui Transportation Holding Group Co Ltd,,,
404,Shanghai Bund Investment Group Co Ltd,,China,noinfo,Shanghai Bund Investment Group Co Ltd,,,
405,Chengdu City Construction Investment & Management Group Co Ltd,,China,Industrials,Chengdu City Construction Investment & Management Group Co Ltd,,,
406,Guizhou Communications Construction Group Co Ltd,,China,Industrials,Guizhou Communications Construction Group Co Ltd,,,
407,Zhuzhou Yunlong Development Investment Holding Group Co Ltd,,China,Real Estate,Zhuzhou Yunlong Development Investment Holding Group Co Ltd,,,
408,Wuxi Taihu New City Development Group Co Ltd,,China,Real Estate,Wuxi Taihu New City Development Group Co Ltd,,,
409,Jiaxing City Investment & Development Group Co Ltd,,China,Utilities,Zhejiang Jiaxing State-Owned Capital Investment & Operation Co Ltd,,,
410,Tongling Construction Investment Holding Co Ltd,,China,Industrials,Tongling Construction Investment Holding Co Ltd,,,
411,Baoji Investment (Group) Co Ltd,,China,Utilities,Baoji Investment (Group) Co Ltd,,,
412,Shangrao Investment Holding Group Co Ltd,,China,Industrials,Shangrao Investment Holding Group Co Ltd,,,
413,Tibet Tianlu Co Ltd,,China,Industrials,Tibet Tianlu Co Ltd,,,
414,Shaanxi Yanchang Petroleum (Group) Co Ltd,,China,Energy,Shaanxi Yanchang Petroleum (Group) Co Ltd,,,
415,Hubei Changjiang Publishing Group Co Ltd,,China,Communication Services,Hubei Changjiang Publishing Group Co Ltd,,,
416,State Power Investment Corp Ltd,,China,Utilities,State Power Investment Corp Ltd,,,
417,Chengdu Xingcheng Renju Real Estate Investment Group Co Ltd,,China,Industrials,Chengdu Xingcheng Renju Real Estate Investment Group Co Ltd,,,
418,China Communication Third Harbor Engineering Co Ltd,,China,Industrials,China Communications Construction Group Co Ltd,,,
419,Henan Yuzi Urban & Rural Integration Construction Development Co Ltd,,China,Industrials,Henan Yuzi Urban & Rural Integration Construction Development Co Ltd,,,
420,Xuzhou Hi-Tech Industrial Development Zone State Asset Management Co Ltd,,China,Real Estate,Xuzhou Hi-Tech Industrial Development Zone State Asset Management Co Ltd,,,
421,Yankuang Donghua Construction Co Ltd,,China,Industrials,Yankuang Donghua Construction Co Ltd,,,
422,Hubei Science & Technology Investment Group Co Ltd,,China,Real Estate,Hubei Science & Technology Investment Group Co Ltd,,,
423,Linyi City Development Group Co Ltd,,China,Industrials,Linyi City Development Group Co Ltd,,,
424,China Datang Corp Ltd,,China,Utilities,China Datang Corp Ltd,,,
425,Taiyuan Longcheng Development Investment Group Co Ltd,,China,Industrials,Taiyuan Longcheng Development Investment Group Co Ltd,,,
426,Nanjing Pukou Urban & Rural Construction Group Co Ltd,,China,Industrials,Nanjing Pukou Urban & Rural Construction Group Co Ltd,,,
