borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
1,Marui Group Co Ltd,,Japan,Consumer Discretionary,Marui Group Co Ltd,,,
2,Rugao Economic & Trade Development Co,,China,Real Estate,Rugao Economic & Trade Development Co,,,
3,Magnum Corp Sdn Bhd,,Malaysia,Consumer Discretionary,Magnum Bhd,,,
4,Xi'an Aerospace High-Tech Industry Development Group Co Ltd,,China,Real Estate,Xi'an Aerospace High-Tech Industry Development Group Co Ltd,,,
5,Xi'an Weiyang Urban Construction Group Co Ltd,,China,Real Estate,Xi'an Weiyang Urban Construction Group Co Ltd,,,
6,Sunny Optical Technology (Group) Co Ltd,,China,Consumer Discretionary,Sunny Optical Technology (Group) Co Ltd,,,
7,Airport Authority of Hong Kong,,Hong Kong,Industrials,Airport Authority of Hong Kong,,,
8,Huzhou Wuxing City Investment Development Group Co Ltd,,China,Industrials,Huzhou Wuxing City Investment Development Group Co Ltd,,,
9,Bangkok Mass Transit Authority,,Thailand,Industrials,Bangkok Mass Transit Authority,,,
10,Joy Delight International Ltd,,China,Real Estate,Yuexiu Property Co Ltd,,,
11,Shaoxing Shangyu Hangzhou Bay Economic Development Zone Holding Group Co Ltd,,China,Industrials,Shaoxing Shangyu Hangzhou Bay Economic Development Zone Holding Group Co Ltd,,,
12,Chengdu Sino French Ecological Park Investment Development Co Ltd,,China,Industrials,Chengdu Economic Development Industry Investment Group Co Ltd,,,
13,Lotte Engineering & Construction Co Ltd,,South Korea,Industrials,Lotte Engineering & Construction Co Ltd,,,
14,Hyundai Capital Services Inc,,South Korea,Financials,Hyundai Motor Co,,,
15,Hyundai Commercial Inc,,South Korea,Financials,Hyundai Motor Co,,,
16,Chongqing Bazhou Cultural Tourism Industry Group Co Ltd,,China,Industrials,Chongqing Bazhou Cultural Tourism Industry Group Co Ltd,,,
17,Projek Lebuhraya Usahasama Bhd,,Malaysia,Industrials,Khazanah Nasional Bhd,,,
18,Foshan Gaoming Construction Investment Group Co Ltd,,China,Industrials,Foshan Gaoming Construction Investment Group Co Ltd,,,
19,Hanjiang Guotou Group Co Ltd,,China,Industrials,Hanjiang Guotou Group Co Ltd,,,
20,China Enterprise Co Ltd,,China,Real Estate,Shanghai Land (Group) Co Ltd,,,
21,Yili Caitong State Owned Assets Management Co Ltd,,China,Consumer Staples,Yili Caitong State Owned Assets Management Co Ltd,,,
22,Nanjing Tourism Group Co Ltd,,China,Consumer Discretionary,Nanjing City Construction Investment Holding Co Ltd,,,
23,Zhoukou Urban Construction Investment Development Co Ltd,,China,Industrials,Zhoukou Urban Construction Investment Development Co Ltd,,,
24,Anqing Development Zone Construction & Investment Co Ltd,,China,Real Estate,Anqing Development Zone Construction & Investment Co Ltd,,,
25,Shanghai Urban Development (Holdings) Co Ltd,,China,Real Estate,Shanghai Industrial Investment (Holdings) Co Ltd,,,
26,Taizhou City Construction & Investment Group Co Ltd,,China,Industrials,Taizhou City Construction & Investment Group Co Ltd,,,
27,Jinan City Investment Group Co Ltd,,China,Industrials,Jinan City Investment Group Co Ltd,,,
28,Suzhou SND Group Co Ltd,,China,Real Estate,Suzhou SND Group Co Ltd,,,
29,Henan Transport Investment Group Co Ltd,,China,Industrials,Henan Transport Investment Group Co Ltd,,,
30,Fujian Zhanglong Group Co Ltd,,China,Consumer Discretionary,Fujian Zhanglong Group Co Ltd,,,
31,Quanzhou Urban Construction Group Co Ltd,,China,Real Estate,Quanzhou Urban Construction Group Co Ltd,,,
32,Wanda Properties Global Co Ltd,,China,Real Estate,Dalian Hexing Investment Co Ltd,,,
33,HongKong Xiangyu Investment Co Ltd,,China,noinfo,Xiamen Xiangyu Group Corp,,,
34,Yiyang Heshan District Development Group Co Ltd,,China,Health Care,Yiyang Heshan District Development Group Co Ltd,,,
35,Wenzhou Mingcheng Construction Investment Group Co Ltd,,China,Industrials,Wenzhou Urban Construction Development Group Co Ltd,,,
36,Changxing Cultural Tourism Development Group Co Ltd,,China,Industrials,Changxing Cultural Tourism Development Group Co Ltd,,,
37,Taishan City Investment Co Ltd,,China,Industrials,Taian City Development & Investment Co Ltd,,,
38,TEPCO Power Grid Inc,,Japan,Utilities,Nuclear Damage Compensation & Decommissioning Facilitation Corp,,,
39,NEXCO East,,Japan,Industrials,NEXCO East,,,
40,Golden Dragon Mountain Trading (BVI) Co Ltd,,China,Real Estate,Jinan Zhangqiu Holding Group Co Ltd,,,
41,Shaoxing Paojiang Venture Construction Development Co Ltd,,China,Industrials,Shaoxing Paojiang Industrial Zone Investment & Development Co Ltd,,,
42,East Japan Railway Co,,Japan,Industrials,East Japan Railway Co,,,
43,Poly Property Group Co Ltd,,China,Real Estate,Poly Property Group Co Ltd,,,
44,Luzhou Xinglu Investment Group Co Ltd,,China,noinfo,Luzhou Xinglu Investment Group Co Ltd,,,
45,Nanan Energy Industry & Trade Investment Development Group Co Ltd,,China,Consumer Discretionary,Nanan Energy Industry & Trade Investment Development Group Co Ltd,,,
46,Nanchang Rail Transit Group Corp Ltd,,China,Industrials,Nanchang Rail Transit Group Corp Ltd,,,
47,Nanchang Jinkai Group Co Ltd,,China,Real Estate,Nanchang Jinkai Group Co Ltd,,,
48,Hunan Nanxun Transportation & Water Conservancy Investment Construction Group Co Ltd,,China,Materials,Hunan Nanxun Transportation & Water Conservancy Investment Construction Group Co Ltd,,,
49,Nantong Economic & Technology Development Area Group Co Ltd,,China,Industrials,Nantong Economic & Technology Development Area Group Co Ltd,,,
50,Nanping Wuyi Group Co Ltd,,China,Industrials,Nanping Wuyi Group Co Ltd,,,
51,Suzhou Wuzhong City Construction Development Co Ltd,,China,Industrials,Suzhou Wuzhong City Construction Development Co Ltd,,,
52,Qingdao Conson Development (Group) Co Ltd,,China,noinfo,Qingdao Conson Development (Group) Co Ltd,,,
53,Dalian Port Corp Ltd,,China,Industrials,China Merchants Group Ltd,,,
54,Shanghai Fengxian Development (Group) Co Ltd,,China,Industrials,Shanghai Fengxian Development (Group) Co Ltd,,,
55,Yichang High-tech Investment Development Co Ltd,,China,Industrials,Yichang High-tech Investment Development Co Ltd,,,
56,Suzhou City Construction Investment Group (Holdings) Co Ltd,,China,Real Estate,Suzhou City Construction Investment Group (Holdings) Co Ltd,,,
57,Guangzhou Hi-Tech Investment Group Co Ltd,,China,noinfo,Guangzhou Hi-Tech Investment Group Co Ltd,,,
58,Jianan Investment Holding Group Co Ltd,,China,Real Estate,Jianan Investment Holding Group Co Ltd,,,
59,Xuzhou Economic & Technology Development Zone State-Owned Assets Management Co Ltd,,China,Real Estate,Xuzhou Economic & Technology Development Zone State-Owned Assets Management Co Ltd,,,
60,Xiamen Siming State-Owned Holdings Group Co Ltd,,China,Real Estate,Xiamen Siming State-Owned Holdings Group Co Ltd,,,
61,Wuxi Xinfa Group Co Ltd,,China,Real Estate,Wuxi Xinfa Group Co Ltd,,,
62,Fujian Jinjiang Industrial Development Investment Group Co Ltd,,China,Utilities,Fujian Jinjiang Industrial Development Investment Group Co Ltd,,,
63,Shaoxing Keqiao District State Owned Assets Investment Management Co Ltd,,China,Real Estate,Shaoxing Keqiao District State Owned Assets Investment Management Co Ltd,,,
64,Wuhan Chedu Corp Ltd,,China,Industrials,Wuhan Chedu Corp Ltd,,,
65,Jiangsu Wujin Economic Development Group Co Ltd,,China,Industrials,Jiangsu Wujin Economic Development Group Co Ltd,,,
66,Jiangdong Holding Group Co Ltd,,China,Consumer Discretionary,Jiangdong Holding Group Co Ltd,,,
67,Nanjing Jiangbei New District New & High Industry Investment Group Co Ltd,,China,Real Estate,Nanjing Yangzi State-owned Investment Group Co Ltd,,,
68,Quanzhou Taishang Investment Zone Development & Investment Co Ltd,,China,Industrials,Quanzhou Taishang Investment Zone Development & Investment Co Ltd,,,
69,Luoyang Urban & Rural Construction Investment Group Co Ltd,,China,Industrials,Luoyang Urban & Rural Construction Investment Group Co Ltd,,,
70,Tianjin Infrastructure Construction & Investment Group Co Ltd,,China,Industrials,Tianjin Infrastructure Construction & Investment Group Co Ltd,,,
71,Haian Urban Relocation Reconstruction Co Ltd,,China,Industrials,Haian Urban Relocation Reconstruction Co Ltd,,,
72,Ningbo Haishu Guangju Asset Management Co Ltd,,China,Industrials,Ningbo Haishu Guangju Asset Management Co Ltd,,,
73,Huaibei City Construction Investment Holding Group Co Ltd,,China,Industrials,Huaibei City Construction Investment Holding Group Co Ltd,,,
74,Chongqing Jiangbeizui Central Business District Investment Group Co Ltd,,China,Industrials,Chongqing Jiangbeizui Central Business District Investment Group Co Ltd,,,
75,Shenzhen SEZ Construction Group Co Ltd,,China,Industrials,Shenzhen SEZ Construction Group Co Ltd,,,
76,Shanghai Shendi Group Co Ltd,,China,Consumer Discretionary,Shanghai Shendi Group Co Ltd,,,
77,Fujian Zhangzhou City Investment Group Co Ltd,,China,Real Estate,Fujian Zhangzhou City Investment Group Co Ltd,,,
78,Guangzhou Communication Investment Group Co Ltd,,China,Industrials,Guangzhou Communication Investment Group Co Ltd,,,
79,Shaoxing Cultural Tourism Group Co Ltd,,China,Health Care,Shaoxing Communications Investment Group Co Ltd,,,
80,Wuhu Economic & Technological Development Area Construction Investment Co,,China,Real Estate,Wuhu Economic & Technological Development Area Construction Investment Co,,,
81,Hubei Jingmen Urban Construction Group Co Ltd,,China,Industrials,Hubei Jingmen Urban Construction Group Co Ltd,,,
82,Xian International Port Investment Development Group Co Ltd,,China,Industrials,Xian International Port Investment Development Group Co Ltd,,,
83,Ezhou Urban Construction Investment Co Ltd,,China,Industrials,Ezhou Urban Construction Investment Co Ltd,,,
84,Chongqing City Transportation Development & Investment Group Co Ltd,,China,Industrials,Chongqing City Transportation Development & Investment Group Co Ltd,,,
85,Chongqing Water Environment Holding Group Co Ltd,,China,Industrials,Chongqing Water Environment Holding Group Co Ltd,,,
86,China Railway Real Estate Group Corp Ltd,,China,Real Estate,China Railway Construction Group Co Ltd,,,
87,Changchun Railway Traffic Group Co Ltd,,China,Industrials,Changchun Railway Traffic Group Co Ltd,,,
88,Qingdao City Construction Investment (Group) Co Ltd,,China,Real Estate,Qingdao City Construction Investment (Group) Co Ltd,,,
89,Liling Lujiang Investment Holdings Group Co Ltd,,China,Industrials,Liling Lujiang Investment Holdings Group Co Ltd,,,
90,Huzhou Wuxing Industrial Investment Development Group Co Ltd,,China,Industrials,Huzhou Wuxing Industrial Investment Development Group Co Ltd,,,
91,Tohoku Electric Power Co Inc,,Japan,Utilities,Tohoku Electric Power Co Inc,,,
92,Areeya Property pcl,,Thailand,Real Estate,Areeya Property pcl,,,
93,Prinsiri pcl,,Thailand,Industrials,Prinsiri pcl,,,
94,Shanghai Jinmao Investment Management Group Co Ltd,,China,Real Estate,China Jinmao Holdings Group Ltd,,,
95,Central Nippon Expressway Co Ltd,,Japan,Industrials,Central Nippon Expressway Co Ltd,,,
96,Tokyu REIT Inc,,Japan,Real Estate,Tokyu Corp,,,
97,Malayan Cement Bhd,,Malaysia,Industrials,Yeoh Tiong Lay & Sons Holdings Sdn Bhd,,,
98,Tumpuan Azam Sdn Bhd,,Malaysia,Real Estate,Aura Hebat Sdn Bhd,,,
99,Tanjung Pinang Development Sdn Bhd,,Malaysia,Real Estate,Amazing Parade Sdn Bhd,,,
100,Maxis Broadband Sdn Bhd,,Malaysia,Communication Services,Binariang GSM Sdn Bhd,,,
101,Swire Properties Ltd,,Hong Kong,Real Estate,John Swire & Sons Ltd,,,
102,JY Grandmark Holdings Ltd,,China,Real Estate,JY Grandmark Holdings Ltd,,,
103,Metropolitan Expressway Co Ltd,,Japan,Industrials,Metropolitan Expressway Co Ltd,,,
104,Chongqing Puli Development & Investment Group Co Ltd,,China,Industrials,Chongqing Puli Development & Investment Group Co Ltd,,,
105,Nissan Motor Co Ltd,,Japan,Consumer Discretionary,Nissan Motor Co Ltd,,,
106,Pengurusan Air SPV Bhd,,Malaysia,Utilities,Pengurusan Aset Air Bhd - PAAB,,,
107,Narita International Airport Corp,,Japan,Industrials,Narita International Airport Corp,,,
108,Thoresen Thai Agencies pcl,,Thailand,Industrials,Thoresen Thai Agencies pcl,,,
109,Better World Green pcl,,Thailand,Utilities,Better World Green pcl,,,
110,Power Solution Technologies pcl,,Thailand,Utilities,Power Solution Technologies pcl,,,
111,Magnolia Quality Development Corp Ltd,,Thailand,Industrials,DTGO Corp Ltd,,,
112,Unique Engineering & Construction pcl,,Thailand,Industrials,Unique Engineering & Construction pcl,,,
113,Clover Power pcl,,Thailand,Utilities,Clover Power pcl,,,
114,Energy Absolute pcl,,Thailand,Utilities,Energy Absolute pcl,,,
115,TPI Polene Power pcl,,Thailand,Utilities,TPI Polene pcl,,,
116,Hanshin Expressway Co Ltd,,Japan,Industrials,Hanshin Expressway Co Ltd,,,
117,Keio Corp,,Japan,Industrials,Keio Corp,,,
118,SNC Former pcl,,Thailand,Materials,SNC Former pcl,,,
119,ThaiFoods Group pcl,,Thailand,Consumer Staples,ThaiFoods Group pcl,,,
120,SC Asset Corp pcl,,Thailand,Real Estate,SC Asset Corp pcl,,,
121,Siamese Asset pcl,,Thailand,Real Estate,Siamese Asset pcl,,,
122,Home Product Center pcl,,Thailand,Consumer Discretionary,Home Product Center pcl,,,
123,UEM Sunrise Bhd,,Malaysia,Real Estate,Khazanah Nasional Bhd,,,
124,PT Voksel Electric Tbk,,Indonesia,Materials,PT Voksel Electric Tbk,,,
125,PT Indah Kiat Pulp & Paper Corp Tbk,,Indonesia,Materials,Widjaja Family Master Trust (2),,,
126,Sena Development pcl,,Thailand,Real Estate,Sena Development pcl,,,
127,Sansiri pcl,,Thailand,Real Estate,Sansiri pcl,,,
128,CPF (Thailand) pcl,,Thailand,Consumer Staples,Charoen Pokphand Group Co Ltd - CP Group,,,
129,Frasers Property (Thailand) pcl,,Thailand,Real Estate,Thai Charoen Corp Group - TCC Group,,,
130,Berli Jucker pcl,,Thailand,noinfo,Thai Charoen Corp Group - TCC Group,,,
131,Property Perfect pcl,,Thailand,Real Estate,Property Perfect pcl,,,
132,CPN Retail Growth Leasehold REIT,,Thailand,Real Estate,Central Pattana pcl,,,
133,Daesang Corp,,South Korea,Consumer Staples,Daesang Holdings Co Ltd,,,
134,Hyundai Steel Co,,South Korea,Materials,Hyundai Motor Co,,,
135,Shinsegae Inc,,South Korea,Consumer Discretionary,Shinsegae Inc,,,
136,SK Gas Ltd,,South Korea,Energy,SK Inc,,,
137,KT Corp,,South Korea,Communication Services,KT Corp,,,
138,Shinsegae Food Inc,,South Korea,Consumer Discretionary,E-MART Inc,,,
139,LG Uplus,,South Korea,Communication Services,LG Corp,,,
140,CJ ENM Co Ltd,,South Korea,Consumer Discretionary,CJ ENM Co Ltd,,,
141,LG Chemical Ltd,,South Korea,Materials,LG Chem Ltd,,,
142,KOWEPO,,South Korea,Utilities,KEPCO,,,
143,Korea Southern Power Co Ltd,,South Korea,Utilities,KEPCO,,,
144,Hyundai Card Co Ltd,,South Korea,Financials,Hyundai Motor Co,,,
145,LOTTE rental Co Ltd,,South Korea,Industrials,LOTTE Rental Co Ltd,,,
146,Hotel Lotte Co Ltd,,South Korea,Consumer Discretionary,Lotte Corp,,,
147,E-MART Inc,,South Korea,Consumer Discretionary,E-MART Inc,,,
148,GS Energy Corp (Korea),,South Korea,Energy,GS Holdings Corp,,,
149,Lotte Confectionery Co Ltd,,South Korea,Consumer Staples,Lotte Wellfood Co Ltd,,,
150,Hyosung Chemical Corp,,South Korea,Materials,Hyosung Chemical Corp,,,
151,POSCO Holdings Inc,,South Korea,Materials,POSCO Holdings Inc,,,
152,Qingdao Jimo City Development Investment Co Ltd,,China,Real Estate,Qingdao Jimo City Development Investment Co Ltd,,,
153,BEZ Group,,China,Real Estate,Beijing Electronics Holding Co Ltd,,,
154,China Huadian Capital Holdings Co Ltd,,China,Financials,China Huadian Corp Ltd,,,
155,Nanchang Construction Investment Group Co Ltd,,China,Industrials,Nanchang Construction Investment Group Co Ltd,,,
156,China Datang Corp Renewable Power Co Ltd,,China,Utilities,China Datang Corp Ltd,,,
157,Zhejiang Anji State-owned Construction Development Group Co Ltd,,China,Industrials,Zhejiang Anji State-owned Construction Development Group Co Ltd,,,
158,Jiangsu Yixing Eco-technology Industrial Park Development Group Co Ltd,,China,Real Estate,Jiangsu Yixing Eco-technology Industrial Park Development Group Co Ltd,,,
159,Tonglu County City Construction Investment Group Co Ltd,,China,Industrials,Tonglu County City Construction Investment Group Co Ltd,,,
160,Wuhan Hongshan City of University State-owned Assets Investment Group Co Ltd,,China,Industrials,Wuhan Hongshan City of University State-owned Assets Investment Group Co Ltd,,,
161,Jinan City Construction Group Co Ltd,,China,Industrials,Jinan City Construction Group Co Ltd,,,
162,Haian Economic & Technological Development Zone Holding Group Co Ltd,,China,Real Estate,Haian Economic & Technological Development Zone Holding Group Co Ltd,,,
163,Taizhou Hailing City Development Group Co Ltd,,China,Industrials,Taizhou Hailing City Development Group Co Ltd,,,
164,Hangzhou West Lake Construction Investment Group Co Ltd,,China,Industrials,Hangzhou Xihu Investment Group Co Ltd,,,
165,Chongqing Mairui City Investment (Group) Co Ltd,,China,Industrials,Chongqing Mairui City Investment (Group) Co Ltd,,,
166,Shandong Financial Asset Management Co Ltd,,China,Financials,Luxin Group,,,
167,Shaoxing Shangyu State-owned Capital Investment & Operation Co Ltd,,China,Real Estate,Shaoxing Shangyu State-owned Capital Investment & Operation Co Ltd,,,
168,Henderson Land Development Co Ltd,,Hong Kong,Real Estate,Rimmer (Cayman) Ltd,,,
169,Mori Trust Sogo Reit Inc,,Japan,Real Estate,Mori Trust Holdings Inc,,,
170,West Nippon Expressway Co Ltd,,Japan,Industrials,West Nippon Expressway Co Ltd,,,
171,Chuo-Nittochi Group Co Ltd,,Japan,Real Estate,Chuo-Nittochi Group Co Ltd,,,
172,NC Housing pcl,,Thailand,Real Estate,NC Housing pcl,,,
173,Lalin Property pcl,,Thailand,Real Estate,Lalin Property pcl,,,
174,Minor International pcl,,Thailand,Consumer Discretionary,Minor International pcl,,,
175,Zhejiang Anji Construction Development Hong Kong Co Ltd,,China,Industrials,Zhejiang Anji State-owned Construction Development Group Co Ltd,,,
176,J-Power,,Japan,Utilities,J-Power,,,
177,Huantaihu International Investment Co Ltd,,China,Real Estate,Huzhou Economic Development Group Co Ltd,,,
178,Jiangxi Provincial Ganxiang Development Investment Group Co Ltd,,China,Industrials,Jiangxi Provincial Ganxiang Development Investment Group Co Ltd,,,
179,Cypark Renewable Energy Sdn Bhd,,Malaysia,Utilities,Cypark Resources Bhd,,,
180,Members Banking Group Ltd,,Australia,Financials,Royal Automobile Club of Queensland,,,
181,Hubei Agricultural Valley Industrial Group Co Ltd,,China,Industrials,Hubei Agricultural Valley Industrial Group Co Ltd,,,
182,PT Barito Pacific Tbk,,Indonesia,Industrials,PT Barito Pacific Tbk,,,
183,Sichuan Gloport Investment Development Group Co Ltd,,China,Real Estate,Yibin State-Owned Assets Operation Co Ltd,,,
184,Guiyang County Rongcheng Holding Group Co Ltd,,China,Industrials,Guiyang County Rongcheng Holding Group Co Ltd,,,
185,Gaoyou Construction Investment Development (BVI) Co Ltd,,China,Industrials,Gaoyou City Construction Investment Development Group Co Ltd,,,
186,Huaibei Public Utility Assets Operation Co Ltd,,China,Industrials,Huaibei Public Utility Assets Operation Co Ltd,,,
187,Shimizu Corp,,Japan,Industrials,Shimizu Corp,,,
188,Marubeni Corp,,Japan,noinfo,Marubeni Corp,,,
189,Wellington International Airport Ltd,,New Zealand,Industrials,Wellington International Airport Ltd,,,
190,Kyushu Electric Power Co Inc,,Japan,Utilities,Kyushu Electric Power Co Inc,,,
191,Citicore Energy REIT Corp,,Philippines,Real Estate,Citicore Power Inc,,,
192,PTG Energy pcl,,Thailand,Energy,PTG Energy pcl,,,
193,True Money Co Ltd,,Thailand,Financials,Charoen Pokphand Group Co Ltd - CP Group,,,
194,True Move H Universal Communication Co Ltd,,Thailand,Communication Services,True Corp pcl,,,
195,Chewathai pcl,,Thailand,Real Estate,Chartchewa Co Ltd,,,
196,WHA Real Estate Management Co Ltd,,Thailand,Real Estate,WHA Real Estate Management Co Ltd,,,
197,Sabuy Technology pcl,,Thailand,Industrials,Sabuy Technology pcl,,,
198,China State Railway Group Co Ltd,,China,Industrials,China State Railway Group Co Ltd,,,
199,Huzhou Wuxing Traffic & Tourism Investment Development Group Co Ltd,,China,Industrials,Huzhou Wuxing Traffic & Tourism Investment Development Group Co Ltd,,,
200,Tongan Holding Co Ltd,,China,Industrials,Tongan Holding Co Ltd,,,
201,Weichi Holdings Group Co Ltd,,China,Industrials,Weichi Holdings Group Co Ltd,,,
202,Xian Municipal Infrastructure Construction Investment Group Corp Ltd,,China,Industrials,Xian Municipal Infrastructure Construction Investment Group Corp Ltd,,,
203,Wuhu Construction Investment Co Ltd,,China,Consumer Discretionary,Wuhu Construction Investment Co Ltd,,,
204,Huaian Development Holdings Co Ltd,,China,Industrials,Huaian Development Holdings Co Ltd,,,
205,Shanghai Zhangjiang Hi-Tech Park Development Co Ltd,,China,Real Estate,Shanghai Zhangjiang (Group) Co Ltd,,,
206,Xiamen Anju Holding Group Co Ltd,,China,Real Estate,Xiamen Anju Holding Group Co Ltd,,,
207,Ningbo Communications Investment Holdings Co Ltd,,China,Industrials,Ningbo Tongshang Group Co Ltd,,,
208,Zhenjiang City Construction Industry Group Co Ltd,,China,Industrials,Zhenjiang City Construction Industry Group Co Ltd,,,
209,Jiujiang Fuhuo Construction Investment Group Co Ltd,,China,Industrials,Jiujiang Fuhuo Construction Investment Group Co Ltd,,,
210,Jinneng Holding Power Group Co Ltd,,China,Materials,Jinneng Holding Power Group Co Ltd,,,
211,Beijing Future Science City Development Group Co Ltd,,China,Real Estate,Beijing Future Science City Development Group Co Ltd,,,
212,Linyi Investment Development Group Co Ltd,,China,Industrials,Linyi Investment Development Group Co Ltd,,,
213,Anhui International Trade Group (Holding) Co Ltd,,China,noinfo,Anhui Provincial Investment Group Holdings Co Ltd,,,
214,Xian Investment Holding Co Ltd,,China,noinfo,Xian Investment Holding Co Ltd,,,
215,Jingmen High-tech Industry Development Co Ltd,,China,Industrials,Jingmen High-tech Industry Development Co Ltd,,,
216,Huaneng Power International Inc,,China,Utilities,Huaneng Power International Inc,,,
217,Yueyang Dongting Xincheng Investment Construction Development Co Ltd,,China,Industrials,Yueyang Dongting Xincheng Investment Construction Development Co Ltd,,,
218,Yancheng Urban Asset & Investment Management Group Co Ltd,,China,Industrials,Yancheng Urban Asset & Investment Management Group Co Ltd,,,
219,Ningbo Zhenhai Haijiang Investment Development Co Ltd,,China,Real Estate,Ningbo Zhenhai Haijiang Investment Development Co Ltd,,,
220,China National Bluestar (Group) Co Ltd,,China,Materials,Sinochem Holdings Corp Ltd,,,
221,Metallurgical Corp of China Ltd - MCC,,China,Industrials,Metallurgical Corp of China Ltd - MCC,,,
222,Yueyang Urban Construction Investment Group Co Ltd,,China,Industrials,Yueyang Urban Construction Investment Group Co Ltd,,,
223,Chengdu Pidu District State-owned Asset Investment Management Co,,China,Industrials,Chengdu Pidu District State-owned Asset Investment Management Co,,,
224,Jiangsu Haizhouwan Development Group Co Ltd,,China,Industrials,Jiangsu Haizhouwan Development Group Co Ltd,,,
225,Changzhou Binhu Construction Development Group Co Ltd,,China,Industrials,Changzhou Binhu Construction Development Group Co Ltd,,,
226,Wuhan Metro Group Co Ltd,,China,Industrials,Wuhan Metro Group Co Ltd,,,
227,Huawei Investment & Holding Co Ltd,,China,Consumer Discretionary,Huawei Investment & Holding Co Ltd,,,
228,Changsha County Xingcheng Development Group Co Ltd,,China,Real Estate,Changsha County Xingcheng Development Group Co Ltd,,,
229,Huanggang City Construction & Investment Co,,China,Real Estate,Huanggang City Construction & Investment Co,,,
230,Hebei Transportation Investment Group Corp,,China,Industrials,Hebei Transportation Investment Group Corp,,,
231,Suzhou China Culture & Tourism Development Group Co Ltd,,China,Consumer Discretionary,Suzhou China Culture & Tourism Development Group Co Ltd,,,
232,Xiamen Xiangyu Jinxiang Holding Group Co Ltd,,China,Financials,Xiamen Xiangyu Group Corp,,,
233,Luxin Group,,China,noinfo,Luxin Group,,,
234,Huadian Power International Corp Ltd,,China,Utilities,Huadian Power International Corp Ltd,,,
235,Jiaozuo Investment Group Co Ltd,,China,Real Estate,Jiaozuo Investment Group Co Ltd,,,
236,Yichang City Development Investment Group Co Ltd,,China,Industrials,Yichang City Development Investment Group Co Ltd,,,
237,Chengdu Rail Transit Group Co Ltd,,China,Industrials,Chengdu Rail Transit Group Co Ltd,,,
238,HBIS Group Co Ltd,,China,Materials,HBIS Group Co Ltd,,,
239,Huayang New Material Technology Group Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
240,Xiamen Torch Group Co Ltd,,China,Real Estate,Xiamen Torch Group Co Ltd,,,
241,Nanning Weining Investment Group Co Ltd,,China,Consumer Discretionary,Nanning Weining Investment Group Co Ltd,,,
242,Lianfa Group Co Ltd,,China,Real Estate,Xiamen C&D Inc,,,
243,Suzhou Industrial Park Trirun Holding Group Co Ltd,,China,Real Estate,Suzhou Industrial Park Trirun Holding Group Co Ltd,,,
244,Minxi Xinghang State-owned Assets Investment Co Ltd,,China,Materials,Minxi Xinghang State-owned Assets Investment Co Ltd,,,
245,Datang International Power Generation Co Ltd,,China,Utilities,China Datang Corp Ltd,,,
246,Chengdu Aerotropolis City Development Group Co Ltd,,China,Industrials,Chengdu Aerotropolis City Development Group Co Ltd,,,
247,Chengdu Xisheng Investment Group Co Ltd,,China,Industrials,Chengdu Xisheng Investment Group Co Ltd,,,
248,Jiujiang Municipal Development Group Co Ltd,,China,Real Estate,Jiujiang Municipal Development Group Co Ltd,,,
249,Qingdao Haifa State-owned Capital Investment & Operation Group Co Ltd,,China,Real Estate,Qingdao Haifa State-owned Capital Investment & Operation Group Co Ltd,,,
250,Financial Street Holdings Co Ltd,,China,Real Estate,Financial Street Holdings Co Ltd,,,
251,Sichuan Expressway Construction & Development Group Co Ltd,,China,Industrials,Sichuan Development Holding Co Ltd,,,
252,Nanjing Pukou State-owned Assets Investment Operation Co Ltd,,China,Health Care,Nanjing Pukou State-owned Assets Investment Operation Co Ltd,,,
253,Nanning High-tech Industry Construction & Development Group Co Ltd,,China,Real Estate,Nanning High-tech Industry Construction & Development Group Co Ltd,,,
254,Lianyungang Port Group Co Ltd,,China,Industrials,Lianyungang Port Holdings Group Co Ltd,,,
255,Quanzhou Transport Development Group Co Ltd,,China,Industrials,Quanzhou Transport Development Group Co Ltd,,,
256,Jiaxing Modernservice Industry Development & Investment (Group) Co Ltd,,China,Consumer Discretionary,Jiaxing Modernservice Industry Development & Investment (Group) Co Ltd,,,
257,Rakuten Group Inc,,Japan,Consumer Discretionary,Rakuten Group Inc,,,
258,Ganzhou Urban Investment Holding Group Co Ltd,,China,Industrials,Ganzhou SASAC,,,
259,Taizhou Huangyan Economic Development Group Co Ltd,,China,Real Estate,Taizhou Huangyan Economic Development Group Co Ltd,,,
260,Hunan Jinyang Investment Group Co Ltd,,China,Industrials,Hunan Jinyang Investment Group Co Ltd,,,
261,Jiangsu Guotai International Group Corp Ltd,,China,Consumer Discretionary,Jiangsu Guotai International Group Corp Ltd,,,
262,Fujian Port Group Co Ltd,,China,Industrials,Fujian Port Group Co Ltd,,,
263,Suzhou New District State-owned Assets Management Group Co Ltd,,China,Real Estate,Suzhou New District State-owned Assets Management Group Co Ltd,,,
264,Taizhou Gaojiao Investment Development Co Ltd,,China,Real Estate,Taizhou Gaojiao Investment Development Co Ltd,,,
265,Xuzhou City Transportation Holding Group Co Ltd,,China,Industrials,Xuzhou City Transportation Holding Group Co Ltd,,,
266,Hong Kong JY Flower Ltd,,China,Real Estate,Kunming Industrial Development & Investment Co Ltd,,,
